"chr" "dist_center" "syntheny" "breakpoints" "genes" "re" "dante" "recomb" "ltr" "ty1_copia" "ty3_gypsy" "dna_trans" "line" "unknown" "sine" "trc" "trc1" "gc"
"scaffold_6.41" "scaffold_6" "1.834389" "rearranged" "conserved" "13" "150" "7" "3.55798641569114e-05" "0" "0" "0" "1" "0" "76" "0" "0" "0" "0.346957"
"scaffold_6.42" "scaffold_6" "1.734414" "rearranged" "conserved" "7" "126" "9" "9.28172895582347e-06" "1" "1" "0" "0" "1" "58" "0" "2" "2" "0.344446"
"scaffold_6.43" "scaffold_6" "1.634439" "rearranged" "conserved" "10" "144" "14" "4.19899431395826e-05" "4" "1" "0" "0" "0" "73" "0" "0" "0" "0.348867"
"scaffold_6.44" "scaffold_6" "1.534464" "rearranged" "conserved" "11" "171" "9" "5.84917432617326e-05" "1" "0" "1" "0" "0" "107" "0" "0" "0" "0.342536"
"scaffold_6.45" "scaffold_6" "1.434489" "rearranged" "conserved" "9" "221" "7" "4.01757364277812e-05" "0" "0" "0" "0" "2" "104" "0" "0" "0" "0.334514"
"scaffold_6.46" "scaffold_6" "1.3345135" "rearranged" "conserved" "10" "169" "4" "9.18235252707635e-05" "0" "0" "0" "1" "1" "100" "0" "0" "0" "0.330989"
"scaffold_6.47" "scaffold_6" "1.234538" "rearranged" "conserved" "10" "149" "10" "5.46097414702817e-05" "3" "1" "0" "0" "0" "76" "0" "0" "0" "0.353068"
"scaffold_6.48" "scaffold_6" "1.134563" "rearranged" "conserved" "7" "189" "15" "5.02258198015494e-06" "6" "3" "0" "0" "0" "105" "0" "0" "0" "0.327912"
"scaffold_6.49" "scaffold_6" "1.034588" "rearranged" "conserved" "10" "183" "6" "5.02258198015494e-06" "3" "1" "0" "0" "0" "95" "0" "0" "0" "0.331233"
"scaffold_6.50" "scaffold_6" "0.934613" "rearranged" "conserved" "10" "191" "7" "5.02258198015494e-06" "0" "0" "0" "0" "0" "96" "0" "0" "0" "0.328992"
"scaffold_6.51" "scaffold_6" "0.834638" "rearranged" "conserved" "11" "163" "3" "5.02258198015494e-06" "0" "0" "0" "0" "0" "82" "0" "0" "0" "0.341445"
"scaffold_6.52" "scaffold_6" "0.7346625" "rearranged" "conserved" "5" "251" "0" "5.02258198015494e-06" "0" "0" "0" "0" "0" "167" "0" "0" "0" "0.307514"
"scaffold_6.53" "scaffold_6" "0.634687" "rearranged" "conserved" "9" "181" "4" "9.95344816931013e-05" "1" "1" "0" "0" "0" "104" "2" "0" "0" "0.328852"
"scaffold_6.54" "scaffold_6" "0.534712" "rearranged" "conserved" "11" "229" "9" "3.2217636578031e-10" "0" "0" "0" "0" "0" "140" "0" "0" "0" "0.322801"
"scaffold_6.55" "scaffold_6" "0.434737" "rearranged" "conserved" "5" "180" "9" "3.2217636578031e-10" "3" "1" "0" "0" "0" "111" "0" "0" "0" "0.352928"
"scaffold_6.56" "scaffold_6" "0.334762" "rearranged" "conserved" "7" "161" "10" "5.82169314321518e-05" "4" "1" "1" "2" "0" "82" "0" "0" "0" "0.355069"
"scaffold_6.57" "scaffold_6" "0.234787" "rearranged" "conserved" "5" "215" "1" "2.9617632155767e-05" "0" "0" "0" "0" "0" "117" "0" "0" "0" "0.336444"
"scaffold_6.58" "scaffold_6" "0.1348115" "rearranged" "conserved" "9" "186" "6" "2.9617632155767e-05" "0" "0" "0" "1" "1" "103" "0" "0" "0" "0.33258"
"scaffold_6.59" "scaffold_6" "0.034836" "rearranged" "conserved" "5" "223" "4" "0.000104271181635036" "0" "0" "0" "0" "0" "151" "0" "0" "0" "0.323931"
"scaffold_6.60" "scaffold_6" "0.065139" "rearranged" "conserved" "4" "267" "4" "3.1795026795161e-05" "0" "0" "0" "1" "0" "151" "0" "0" "0" "0.316819"
"scaffold_6.61" "scaffold_6" "0.165114" "rearranged" "conserved" "4" "229" "4" "3.1795026795161e-05" "0" "0" "0" "1" "0" "137" "2" "0" "0" "0.308697"
"scaffold_6.62" "scaffold_6" "0.265089" "rearranged" "conserved" "5" "170" "7" "3.1795026795161e-05" "0" "0" "0" "2" "0" "79" "0" "0" "0" "0.338855"
"scaffold_6.63" "scaffold_6" "0.365064" "rearranged" "conserved" "9" "195" "18" "2.3897328848785e-05" "3" "2" "1" "1" "0" "104" "0" "0" "0" "0.342916"
"scaffold_6.64" "scaffold_6" "0.4650395" "rearranged" "conserved" "4" "97" "5" "7.02429704334585e-10" "5" "2" "0" "2" "0" "50" "0" "1" "1" "0.349594"
"scaffold_6.65" "scaffold_6" "0.565015" "rearranged" "conserved" "5" "215" "15" "3.56937620983829e-06" "9" "2" "0" "0" "0" "121" "0" "0" "0" "0.328182"
"scaffold_6.66" "scaffold_6" "0.66499" "rearranged" "conserved" "3" "201" "9" "4.32926449749703e-06" "0" "0" "0" "1" "0" "122" "0" "0" "0" "0.333393"
"scaffold_6.67" "scaffold_6" "0.764965" "rearranged" "conserved" "9" "122" "5" "4.424293538933e-06" "0" "0" "0" "0" "0" "61" "0" "0" "0" "0.343466"
"scaffold_6.68" "scaffold_6" "0.86494" "rearranged" "conserved" "6" "183" "11" "4.59152418632106e-06" "1" "1" "0" "2" "0" "100" "0" "0" "0" "0.327832"
"scaffold_6.69" "scaffold_6" "0.964915" "rearranged" "conserved" "8" "200" "7" "4.59152418632106e-06" "1" "1" "0" "0" "0" "128" "0" "0" "0" "0.330443"
"scaffold_6.70" "scaffold_6" "1.0648905" "rearranged" "conserved" "5" "255" "4" "4.59152418632106e-06" "0" "0" "0" "0" "0" "164" "0" "0" "0" "0.313705"
"scaffold_6.71" "scaffold_6" "1.164866" "rearranged" "conserved" "6" "207" "5" "1.70991161112919e-05" "8" "2" "0" "0" "0" "143" "0" "0" "0" "0.316329"
"scaffold_6.72" "scaffold_6" "1.264841" "rearranged" "conserved" "5" "161" "11" "1.90444169294469e-05" "3" "1" "0" "0" "1" "87" "0" "2" "2" "0.340135"
"scaffold_6.73" "scaffold_6" "1.364816" "rearranged" "conserved" "6" "196" "11" "1.90444169294469e-05" "1" "1" "0" "0" "0" "111" "0" "0" "0" "0.322671"
"scaffold_6.74" "scaffold_6" "1.464791" "rearranged" "conserved" "8" "171" "7" "1.90444169294469e-05" "2" "1" "0" "1" "1" "94" "1" "0" "0" "0.339775"
"scaffold_6.75" "scaffold_6" "1.564766" "rearranged" "conserved" "13" "139" "15" "1.11420008524278e-05" "3" "1" "1" "0" "1" "67" "0" "0" "0" "0.35937"
"scaffold_6.76" "scaffold_6" "1.6647415" "rearranged" "conserved" "10" "141" "10" "1.22605752225917e-05" "1" "0" "1" "1" "0" "77" "0" "0" "0" "0.353565"
"scaffold_6.77" "scaffold_6" "1.764717" "rearranged" "conserved" "9" "217" "6" "1.62519503301957e-05" "1" "1" "0" "1" "0" "139" "0" "0" "0" "0.329202"
"scaffold_6.78" "scaffold_6" "1.864692" "rearranged" "conserved" "6" "223" "6" "1.62519503301957e-05" "0" "0" "0" "0" "0" "138" "0" "0" "0" "0.322061"
"scaffold_6.79" "scaffold_6" "1.964667" "rearranged" "conserved" "12" "202" "9" "1.62519503301957e-05" "0" "0" "0" "0" "0" "117" "0" "0" "0" "0.322941"
"scaffold_6.80" "scaffold_6" "2.064642" "rearranged" "conserved" "9" "170" "11" "1.62519503301957e-05" "1" "1" "0" "1" "2" "83" "1" "0" "0" "0.335544"
"scaffold_6.81" "scaffold_6" "2.164617" "rearranged" "conserved" "12" "175" "9" "1.51174574326596e-05" "5" "1" "0" "0" "0" "84" "0" "0" "0" "0.330883"
"scaffold_6.82" "scaffold_6" "2.2645925" "rearranged" "conserved" "10" "164" "8" "9.38174530265957e-06" "3" "1" "0" "1" "0" "104" "0" "0" "0" "0.342492"
"scaffold_6.83" "scaffold_6" "2.364568" "rearranged" "conserved" "5" "213" "1" "1.31368727508729e-05" "0" "0" "0" "0" "0" "128" "0" "0" "0" "0.311018"
"scaffold_6.84" "scaffold_6" "2.464543" "rearranged" "conserved" "7" "169" "8" "1.77883168332932e-05" "6" "1" "0" "0" "0" "99" "0" "0" "0" "0.330013"
"scaffold_6.85" "scaffold_6" "2.564518" "rearranged" "conserved" "8" "153" "13" "1.77883168332932e-05" "6" "3" "0" "1" "0" "86" "0" "0" "0" "0.347977"
"scaffold_6.86" "scaffold_6" "2.664493" "rearranged" "conserved" "13" "141" "12" "1.77883168332932e-05" "1" "1" "0" "1" "0" "65" "0" "0" "0" "0.344366"
"scaffold_6.87" "scaffold_6" "2.764468" "rearranged" "rearranged" "14" "126" "11" "1.77883168332932e-05" "6" "1" "0" "1" "1" "55" "0" "0" "0" "0.356619"
"scaffold_6.88" "scaffold_6" "2.8644435" "rearranged" "conserved" "15" "204" "7" "1.77883168332932e-05" "0" "0" "0" "0" "1" "117" "0" "0" "0" "0.33294"
"scaffold_6.89" "scaffold_6" "2.964419" "rearranged" "conserved" "10" "208" "2" "1.77883168332932e-05" "0" "0" "0" "0" "0" "130" "0" "0" "0" "0.32012"
"scaffold_6.90" "scaffold_6" "3.064394" "rearranged" "conserved" "13" "150" "3" "1.77883168332932e-05" "0" "0" "0" "0" "0" "79" "0" "0" "0" "0.333613"
"scaffold_6.91" "scaffold_6" "3.164369" "rearranged" "rearranged" "15" "156" "9" "1.77883168332932e-05" "0" "0" "0" "0" "3" "78" "0" "0" "0" "0.334614"
"scaffold_6.92" "scaffold_6" "3.264344" "rearranged" "conserved" "7" "144" "10" "1.77883168332932e-05" "5" "0" "1" "1" "0" "78" "0" "1" "1" "0.351638"
"scaffold_6.93" "scaffold_6" "3.364319" "rearranged" "conserved" "11" "219" "2" "1.77883168332932e-05" "0" "0" "0" "0" "0" "128" "0" "0" "0" "0.327382"
"scaffold_6.94" "scaffold_6" "3.4642945" "rearranged" "conserved" "11" "171" "8" "1.65730303771167e-05" "1" "1" "0" "0" "0" "94" "0" "0" "0" "0.335471"
"scaffold_6.95" "scaffold_6" "3.56427" "rearranged" "conserved" "9" "139" "7" "1.64177568984916e-05" "3" "0" "1" "0" "0" "94" "0" "0" "0" "0.350828"
"scaffold_6.96" "scaffold_6" "3.664245" "rearranged" "conserved" "11" "157" "9" "2.51885348372177e-05" "3" "0" "1" "0" "1" "84" "0" "0" "0" "0.354499"
"scaffold_6.97" "scaffold_6" "3.76422" "rearranged" "conserved" "10" "204" "12" "7.45595653924947e-06" "3" "1" "0" "0" "0" "115" "0" "0" "0" "0.345276"
"scaffold_6.98" "scaffold_6" "3.864195" "rearranged" "conserved" "12" "171" "2" "6.99491875027145e-05" "0" "0" "0" "0" "0" "106" "0" "0" "0" "0.339875"
"scaffold_6.99" "scaffold_6" "3.96417" "rearranged" "conserved" "6" "128" "9" "6.54273070458558e-05" "1" "1" "0" "1" "0" "63" "0" "1" "1" "0.338075"
"scaffold_6.100" "scaffold_6" "4.0641455" "rearranged" "conserved" "11" "199" "7" "2.94331961666545e-05" "1" "1" "0" "0" "0" "114" "0" "0" "0" "0.324848"
"scaffold_6.101" "scaffold_6" "4.164121" "rearranged" "conserved" "13" "233" "1" "4.36501707996162e-05" "0" "0" "0" "0" "0" "152" "0" "0" "0" "0.325571"
"scaffold_6.102" "scaffold_6" "4.264096" "rearranged" "conserved" "6" "121" "8" "4.45775208103392e-05" "1" "1" "0" "0" "0" "77" "0" "0" "0" "0.355119"
"scaffold_6.103" "scaffold_6" "4.364071" "rearranged" "conserved" "12" "156" "5" "2.30369700499069e-05" "0" "0" "0" "1" "2" "81" "0" "0" "0" "0.339385"
"scaffold_6.104" "scaffold_6" "4.464046" "rearranged" "conserved" "9" "151" "10" "9.16592112823385e-06" "9" "1" "1" "0" "0" "84" "0" "0" "0" "0.353398"
"scaffold_6.105" "scaffold_6" "4.564021" "rearranged" "conserved" "5" "151" "6" "4.08566264046775e-05" "4" "1" "1" "0" "0" "75" "0" "0" "0" "0.337994"
"scaffold_6.106" "scaffold_6" "4.6639965" "rearranged" "conserved" "7" "226" "3" "7.42090122850838e-05" "0" "0" "0" "0" "0" "118" "0" "0" "0" "0.327459"
"scaffold_6.107" "scaffold_6" "4.763972" "rearranged" "conserved" "10" "220" "2" "5.55307677770405e-05" "0" "0" "0" "0" "0" "144" "0" "0" "0" "0.324681"
"scaffold_6.108" "scaffold_6" "4.863947" "rearranged" "conserved" "8" "232" "5" "5.55307677770405e-05" "1" "0" "1" "1" "0" "133" "0" "0" "0" "0.32142"
"scaffold_6.109" "scaffold_6" "4.963922" "rearranged" "conserved" "14" "148" "17" "1.65072400775203e-05" "1" "1" "0" "1" "3" "64" "1" "0" "0" "0.356939"
"scaffold_6.110" "scaffold_6" "5.063897" "rearranged" "conserved" "6" "157" "1" "2.12981149636023e-06" "0" "0" "0" "0" "0" "95" "0" "1" "1" "0.323401"
"scaffold_6.111" "scaffold_6" "5.163872" "rearranged" "conserved" "8" "168" "6" "8.33161113758726e-06" "0" "0" "0" "2" "0" "90" "0" "0" "0" "0.340385"
"scaffold_6.112" "scaffold_6" "5.2638475" "rearranged" "conserved" "10" "198" "6" "4.09128926464597e-05" "1" "1" "0" "0" "0" "111" "0" "0" "0" "0.327959"
"scaffold_6.113" "scaffold_6" "5.363823" "rearranged" "conserved" "9" "168" "11" "4.62366439277168e-05" "1" "0" "1" "1" "1" "88" "0" "0" "0" "0.348477"
"scaffold_6.114" "scaffold_6" "5.463798" "rearranged" "conserved" "15" "154" "16" "1.24454733039088e-05" "6" "0" "2" "0" "0" "82" "0" "0" "0" "0.371013"
"scaffold_6.115" "scaffold_6" "5.563773" "rearranged" "conserved" "5" "183" "9" NA "7" "2" "0" "0" "0" "99" "0" "0" "0" "0.328212"
"scaffold_6.116" "scaffold_6" "5.663748" "rearranged" "conserved" "9" "131" "13" NA "6" "2" "0" "0" "0" "72" "1" "0" "0" "0.338004"
"scaffold_6.117" "scaffold_6" "5.763723" "rearranged" "conserved" "9" "135" "18" NA "8" "2" "1" "1" "0" "67" "0" "0" "0" "0.352348"
"scaffold_7" "scaffold_7" "5.7317455" "conserved" "conserved" "3" "117" "17" NA "6" "2" "2" "0" "0" "63" "0" "1" "0" "0.346614"
"scaffold_7.1" "scaffold_7" "5.6699745" "conserved" "conserved" "1" "191" "30" NA "13" "1" "4" "0" "0" "79" "0" "0" "0" "0.378965"
"scaffold_7.2" "scaffold_7" "5.5699995" "conserved" "conserved" "13" "141" "9" "8.98238887511295e-07" "4" "1" "0" "0" "0" "47" "1" "0" "0" "0.335304"
"scaffold_7.3" "scaffold_7" "5.4700245" "conserved" "conserved" "7" "191" "14" "5.6963102453428e-06" "4" "1" "0" "0" "1" "91" "1" "0" "0" "0.335374"
"scaffold_7.4" "scaffold_7" "5.3700495" "conserved" "conserved" "6" "175" "9" "5.6963102453428e-06" "0" "0" "0" "0" "0" "80" "1" "0" "0" "0.325751"
"scaffold_7.5" "scaffold_7" "5.2700745" "conserved" "conserved" "7" "203" "6" "5.6963102453428e-06" "1" "0" "1" "0" "0" "104" "0" "0" "0" "0.325901"
"scaffold_7.6" "scaffold_7" "5.170099" "conserved" "conserved" "4" "169" "13" "5.6963102453428e-06" "4" "2" "0" "0" "0" "78" "0" "0" "0" "0.342242"
"scaffold_7.7" "scaffold_7" "5.0701235" "conserved" "conserved" "8" "153" "13" "2.42373061151374e-05" "4" "2" "0" "0" "1" "80" "0" "0" "0" "0.350608"
"scaffold_7.8" "scaffold_7" "4.9701485" "conserved" "conserved" "11" "127" "19" "2.59015523853899e-05" "12" "3" "0" "0" "1" "70" "0" "0" "0" "0.354008"
"scaffold_7.9" "scaffold_7" "4.8701735" "conserved" "conserved" "8" "185" "15" "5.30667491704097e-05" "6" "1" "0" "2" "0" "94" "0" "0" "0" "0.334954"
"scaffold_7.10" "scaffold_7" "4.7701985" "conserved" "conserved" "5" "173" "17" "6.32540965237697e-05" "2" "1" "1" "1" "0" "93" "0" "0" "0" "0.356929"
"scaffold_7.11" "scaffold_7" "4.6702235" "conserved" "conserved" "7" "197" "20" "3.19238642266791e-05" "10" "2" "1" "0" "0" "116" "0" "0" "0" "0.340705"
"scaffold_7.12" "scaffold_7" "4.570248" "conserved" "conserved" "7" "250" "10" "3.19238642266791e-05" "1" "1" "0" "1" "2" "153" "0" "2" "2" "0.357366"
"scaffold_7.13" "scaffold_7" "4.4702725" "conserved" "conserved" "6" "196" "11" "3.19238642266791e-05" "3" "1" "0" "0" "1" "117" "0" "0" "0" "0.31944"
"scaffold_7.14" "scaffold_7" "4.3702975" "conserved" "conserved" "13" "152" "9" "3.19238642266791e-05" "0" "0" "0" "2" "5" "85" "0" "0" "0" "0.339165"
"scaffold_7.15" "scaffold_7" "4.2703225" "conserved" "conserved" "7" "183" "7" "3.19238642266791e-05" "3" "1" "0" "0" "0" "107" "0" "0" "0" "0.327952"
"scaffold_7.16" "scaffold_7" "4.1703475" "conserved" "conserved" "9" "219" "5" "3.19238642266791e-05" "1" "1" "0" "0" "0" "127" "0" "0" "0" "0.330733"
"scaffold_7.17" "scaffold_7" "4.0703725" "conserved" "conserved" "9" "158" "11" "3.19238642266791e-05" "3" "1" "0" "1" "0" "85" "0" "0" "0" "0.335464"
"scaffold_7.18" "scaffold_7" "3.970397" "conserved" "conserved" "3" "199" "18" "0.000159586579036592" "5" "2" "0" "0" "0" "120" "0" "0" "0" "0.315946"
"scaffold_7.19" "scaffold_7" "3.8704215" "conserved" "conserved" "11" "168" "11" "8.93701679568358e-06" "6" "1" "0" "1" "1" "98" "0" "0" "0" "0.334824"
"scaffold_7.20" "scaffold_7" "3.7704465" "conserved" "conserved" "5" "140" "15" "8.93701679568358e-06" "6" "3" "0" "0" "0" "77" "0" "0" "0" "0.324821"
"scaffold_7.21" "scaffold_7" "3.6704715" "conserved" "conserved" "2" "180" "15" "8.93701679568358e-06" "7" "2" "0" "2" "0" "100" "0" "1" "1" "0.343426"
"scaffold_7.22" "scaffold_7" "3.5704965" "conserved" "conserved" "11" "165" "8" "8.93701679568358e-06" "2" "2" "0" "0" "0" "96" "1" "0" "0" "0.328132"
"scaffold_7.23" "scaffold_7" "3.4705215" "conserved" "conserved" "8" "236" "8" "8.93701679568358e-06" "6" "1" "0" "0" "0" "149" "0" "0" "0" "0.343836"
"scaffold_7.24" "scaffold_7" "3.370546" "conserved" "conserved" "6" "222" "7" "8.93701679568358e-06" "1" "0" "1" "0" "0" "148" "0" "0" "0" "0.349304"
"scaffold_7.25" "scaffold_7" "3.2705705" "conserved" "conserved" "12" "203" "6" "8.93701679568358e-06" "1" "0" "1" "0" "0" "137" "0" "0" "0" "0.324041"
"scaffold_7.26" "scaffold_7" "3.1705955" "conserved" "conserved" "6" "244" "5" "8.93701679568358e-06" "6" "0" "1" "0" "0" "139" "0" "0" "0" "0.324461"
"scaffold_7.27" "scaffold_7" "3.0706205" "conserved" "conserved" "9" "232" "12" "1.30797695739412e-05" "7" "2" "0" "0" "0" "129" "0" "0" "0" "0.328242"
"scaffold_7.28" "scaffold_7" "2.9706455" "conserved" "conserved" "7" "253" "5" "1.40849699314494e-05" "1" "1" "0" "0" "0" "154" "0" "1" "1" "0.336224"
"scaffold_7.29" "scaffold_7" "2.8706705" "conserved" "conserved" "8" "168" "9" "1.40849699314494e-05" "1" "1" "0" "1" "0" "103" "1" "0" "0" "0.333853"
"scaffold_7.30" "scaffold_7" "2.770695" "conserved" "conserved" "3" "174" "3" "1.81844993023019e-05" "0" "0" "0" "0" "0" "111" "0" "0" "0" "0.315916"
"scaffold_7.31" "scaffold_7" "2.6707195" "conserved" "conserved" "6" "241" "3" "2.670523469618e-05" "0" "0" "0" "1" "0" "132" "0" "0" "0" "0.337564"
"scaffold_7.32" "scaffold_7" "2.5707445" "conserved" "conserved" "10" "119" "16" "2.670523469618e-05" "4" "1" "0" "1" "1" "64" "0" "0" "0" "0.339055"
"scaffold_7.33" "scaffold_7" "2.4707695" "conserved" "conserved" "10" "246" "7" "2.670523469618e-05" "1" "1" "0" "0" "0" "152" "0" "0" "0" "0.326822"
"scaffold_7.34" "scaffold_7" "2.3707945" "conserved" "conserved" "14" "216" "8" "2.670523469618e-05" "3" "1" "0" "0" "0" "136" "0" "0" "0" "0.344316"
"scaffold_7.35" "scaffold_7" "2.2708195" "conserved" "conserved" "13" "191" "11" "2.670523469618e-05" "7" "2" "0" "0" "0" "99" "0" "0" "0" "0.342366"
"scaffold_7.36" "scaffold_7" "2.170844" "conserved" "conserved" "12" "188" "5" "0.00010772872636565" "0" "0" "0" "0" "2" "110" "0" "0" "0" "0.330569"
"scaffold_7.37" "scaffold_7" "2.0708685" "conserved" "conserved" "10" "209" "12" "0.000215416969044611" "2" "2" "0" "0" "0" "132" "0" "0" "0" "0.335674"
"scaffold_7.38" "scaffold_7" "1.9708935" "conserved" "conserved" "15" "131" "3" "1.23534142386635e-05" "0" "0" "0" "1" "0" "65" "0" "0" "0" "0.339275"
"scaffold_7.39" "scaffold_7" "1.8709185" "conserved" "conserved" "7" "216" "10" "1.23534142386635e-05" "1" "1" "0" "1" "0" "119" "0" "0" "0" "0.344126"
"scaffold_7.40" "scaffold_7" "1.7709435" "conserved" "conserved" "8" "192" "6" "1.23534142386635e-05" "0" "0" "0" "0" "2" "109" "0" "0" "0" "0.336094"
"scaffold_7.41" "scaffold_7" "1.6709685" "conserved" "conserved" "9" "223" "12" "1.23534142386635e-05" "0" "0" "0" "0" "0" "134" "0" "0" "0" "0.331833"
"scaffold_7.42" "scaffold_7" "1.570993" "conserved" "conserved" "12" "188" "12" "1.23534142386635e-05" "3" "2" "1" "0" "0" "93" "0" "0" "0" "0.358636"
"scaffold_7.43" "scaffold_7" "1.4710175" "conserved" "conserved" "7" "164" "15" "1.23534142386635e-05" "8" "1" "2" "0" "0" "93" "1" "0" "0" "0.332903"
"scaffold_7.44" "scaffold_7" "1.3710425" "conserved" "conserved" "7" "176" "30" "4.22694275486998e-05" "12" "5" "1" "0" "0" "101" "0" "0" "0" "0.35935"
"scaffold_7.45" "scaffold_7" "1.2710675" "conserved" "conserved" "9" "157" "9" "8.05296326741262e-05" "1" "1" "0" "1" "3" "87" "0" "1" "1" "0.351728"
"scaffold_7.46" "scaffold_7" "1.1710925" "conserved" "conserved" "4" "244" "7" "3.32145107790668e-06" "0" "0" "0" "0" "0" "150" "0" "0" "0" "0.317829"
"scaffold_7.47" "scaffold_7" "1.0711175" "conserved" "conserved" "13" "205" "4" "3.32145107790668e-06" "0" "0" "0" "1" "0" "123" "0" "0" "0" "0.334214"
"scaffold_7.48" "scaffold_7" "0.971142" "conserved" "conserved" "12" "220" "9" "3.84702593834982e-05" "3" "1" "0" "0" "0" "136" "0" "0" "0" "0.339631"
"scaffold_7.49" "scaffold_7" "0.8711665" "conserved" "conserved" "4" "167" "9" "6.64423334795803e-05" "6" "1" "0" "0" "0" "92" "0" "0" "0" "0.315549"
"scaffold_7.50" "scaffold_7" "0.7711915" "conserved" "conserved" "8" "201" "3" "6.60007631058041e-05" "0" "0" "0" "0" "0" "111" "0" "0" "0" "0.32039"
"scaffold_7.51" "scaffold_7" "0.6712165" "conserved" "conserved" "5" "164" "2" "8.58581431949563e-05" "0" "0" "0" "1" "0" "83" "0" "1" "1" "0.335874"
"scaffold_7.52" "scaffold_7" "0.5712415" "conserved" "conserved" "6" "241" "13" "7.31964686489249e-05" "7" "2" "0" "2" "0" "148" "0" "1" "1" "0.342016"
"scaffold_7.53" "scaffold_7" "0.4712665" "conserved" "conserved" "7" "240" "3" "3.81526974869777e-06" "0" "0" "0" "0" "0" "159" "0" "0" "0" "0.31873"
"scaffold_7.54" "scaffold_7" "0.371291" "conserved" "conserved" "10" "254" "5" "3.81526974869777e-06" "3" "1" "0" "0" "0" "153" "0" "0" "0" "0.33198"
"scaffold_7.55" "scaffold_7" "0.2713155" "conserved" "conserved" "9" "239" "5" "3.81526974869777e-06" "1" "1" "0" "0" "0" "144" "0" "0" "0" "0.318029"
"scaffold_7.56" "scaffold_7" "0.1713405" "conserved" "conserved" "8" "156" "6" "3.81526974869777e-06" "1" "1" "0" "0" "0" "85" "0" "0" "0" "0.327302"
"scaffold_7.57" "scaffold_7" "0.0713655" "conserved" "conserved" "7" "208" "20" "3.81526974869777e-06" "6" "3" "1" "1" "0" "134" "0" "0" "0" "0.353198"
"scaffold_7.58" "scaffold_7" "0.0286095" "conserved" "conserved" "7" "156" "7" "3.81526974869777e-06" "6" "1" "0" "1" "0" "73" "0" "0" "0" "0.341165"
"scaffold_7.59" "scaffold_7" "0.1285845" "conserved" "conserved" "4" "179" "29" "3.81526974869777e-06" "6" "4" "0" "0" "0" "107" "0" "0" "0" "0.330643"
"scaffold_7.60" "scaffold_7" "0.22856" "conserved" "conserved" "9" "181" "5" "3.81526974869777e-06" "3" "2" "0" "0" "0" "98" "0" "0" "0" "0.319067"
"scaffold_7.61" "scaffold_7" "0.3285355" "conserved" "conserved" "3" "181" "12" "3.81526974869777e-06" "3" "2" "0" "0" "0" "102" "1" "0" "0" "0.313748"
"scaffold_7.62" "scaffold_7" "0.4285105" "conserved" "conserved" "4" "192" "1" "3.81526974869777e-06" "0" "0" "0" "0" "0" "108" "0" "0" "0" "0.304616"
"scaffold_7.63" "scaffold_7" "0.5284855" "conserved" "conserved" "10" "190" "2" "3.81526974869777e-06" "0" "0" "0" "0" "0" "114" "0" "0" "0" "0.316619"
"scaffold_7.64" "scaffold_7" "0.6284605" "conserved" "conserved" "8" "126" "11" "4.03544747364295e-06" "1" "1" "0" "0" "0" "68" "0" "0" "0" "0.331113"
"scaffold_7.65" "scaffold_7" "0.7284355" "conserved" "conserved" "8" "171" "13" "5.05491893717982e-06" "7" "2" "0" "1" "0" "98" "1" "0" "0" "0.338425"
"scaffold_7.66" "scaffold_7" "0.828411" "conserved" "conserved" "11" "210" "7" "7.00965823807809e-05" "0" "0" "0" "1" "0" "131" "0" "0" "0" "0.343432"
"scaffold_7.67" "scaffold_7" "0.9283865" "conserved" "conserved" "8" "187" "9" "6.01890806307971e-05" "2" "2" "0" "2" "0" "118" "0" "0" "0" "0.328042"
"scaffold_7.68" "scaffold_7" "1.0283615" "conserved" "conserved" "11" "146" "1" "1.39803121179735e-05" "0" "0" "0" "0" "1" "81" "1" "0" "0" "0.327102"
"scaffold_7.69" "scaffold_7" "1.1283365" "conserved" "conserved" "5" "222" "4" "1.39803121179735e-05" "0" "0" "0" "1" "0" "135" "0" "0" "0" "0.317169"
"scaffold_7.70" "scaffold_7" "1.2283115" "conserved" "conserved" "8" "122" "4" "9.79142663144121e-06" "2" "0" "2" "0" "0" "61" "0" "0" "0" "0.343446"
"scaffold_7.71" "scaffold_7" "1.3282865" "conserved" "conserved" "11" "158" "6" "6.26290483157083e-06" "0" "0" "0" "0" "3" "84" "0" "0" "0" "0.337724"
"scaffold_7.72" "scaffold_7" "1.428262" "conserved" "conserved" "6" "156" "11" "6.26290483157083e-06" "0" "0" "0" "4" "0" "65" "0" "0" "0" "0.341132"
"scaffold_7.73" "scaffold_7" "1.5282375" "conserved" "conserved" "5" "147" "25" "8.99313654777662e-05" "2" "2" "0" "2" "1" "75" "0" "0" "0" "0.35854"
"scaffold_7.74" "scaffold_7" "1.6282125" "conserved" "conserved" "8" "162" "3" "2.13834828744261e-05" "0" "0" "0" "1" "0" "94" "0" "0" "0" "0.329182"
"scaffold_7.75" "scaffold_7" "1.7281875" "conserved" "conserved" "6" "181" "11" "2.13834828744261e-05" "3" "1" "0" "0" "0" "94" "0" "0" "0" "0.3188"
"scaffold_7.76" "scaffold_7" "1.8281625" "conserved" "conserved" "11" "123" "9" "2.13834828744261e-05" "0" "0" "0" "1" "0" "62" "0" "0" "0" "0.32114"
"scaffold_7.77" "scaffold_7" "1.9281375" "conserved" "conserved" "12" "188" "23" "2.13834828744261e-05" "10" "5" "0" "0" "0" "118" "0" "0" "0" "0.349267"
